codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,modalidad,jornada,plan,departamental,establecimiento_norm,direccion_norm,telefono_norm
09-01-0503-46,09-041,Quetzaltenango,quetzaltenango,colegio preuniversitario el prado,1ra. calle 25-21 z 1 colonia el cervecero,77651040,wilson ranferi siguenza lopez,jorge luis rubio mazariegos,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),quetzaltenango,preuniversitario el prado,1ra. calle 25-21 z 1 colonia el cervecero,77651040
09-01-0506-46,09-041,Quetzaltenango,quetzaltenango,colegio privado mixto gandhi,37 av y diagonal 3 36-89 z 1,37197335,wilson ranferi siguenza lopez,juan luis lópez marin,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),quetzaltenango,privado mixto gandhi,37 av y diagonal 3 36-89 z 1,37197335
09-01-0508-46,09-005,Quetzaltenango,quetzaltenango,colegio preuniversitario salamanca,12 av 10-27 z 1,77631095,juan carlos ronquillo de leon,claudia marleni elías cojulun,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),quetzaltenango,preuniversitario salamanca,12 av 10-27 z 1,77631095
09-01-0513-46,09-036,Quetzaltenango,quetzaltenango,colegio integral empresarial por madurezciem,canton xecaracoj tierra colorada baja,77619224,obdulio rolando ruiz alva,elvin ezequias alonzo pérez,privado,rural,monolingue,sin jornada,semipresencial (fin de semana),quetzaltenango,integral empresarial por madurezciem,canton xecaracoj tierra colorada baja,77619224
09-01-0515-46,09-041,Quetzaltenango,quetzaltenango,colegio privado mixto superacion,14 av 0-69 z 1,77652224,wilson ranferi siguenza lopez,lucrecia janet recinos de león,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),quetzaltenango,privado mixto superacion,14 av 0-69 z 1,77652224
09-01-0518-46,09-005,Quetzaltenango,quetzaltenango,colegio john harvard,4a. calle 16-33 z 1,42111030,juan carlos ronquillo de leon,danci sucely chávez guzmán,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),quetzaltenango,john harvard,4a. calle 16-33 z 1,42111030
09-01-0521-46,09-041,Quetzaltenango,quetzaltenango,colegio evangelico la palabra,2da. calle 20-34 z 1,42889079,wilson ranferi siguenza lopez,estela antonieta cuyuch coroy,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),quetzaltenango,evangelico la palabra,2da. calle 20-34 z 1,42889079
09-01-0523-46,09-002,Quetzaltenango,quetzaltenango,colegio privado mixto liceo santa maria,24 av 1-96 z 1,77655654,rosemery guadalupe piedrasanta gramajo de siguenza,mario rene barrios tello,privado,urbana,monolingue,sin jornada,semipresencial (fin de semana),quetzaltenango,privado mixto  santa maria,24 av 1-96 z 1,77655654
09-01-0530-46,09-005,Quetzaltenango,quetzaltenango,instituto de bachillerato adscrito al instituto normal para varones de occidente,7ma. calle 29-25 z 3,41179478,juan carlos ronquillo de leon,francisco miguel tirado huinac,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,de bachillerato adscrito al  normal para varones de occidente,7ma. calle 29-25 z 3,41179478
09-01-0532-46,09-002,Quetzaltenango,quetzaltenango,liceo italiano trilingue,1ra calle d15 29-04 z 1,77617806,rosemery guadalupe piedrasanta gramajo de siguenza,nusy erica gonzález vásquez,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,italiano trilingue,1ra calle d15 29-04 z 1,77617806
09-01-0538-46,09-006,Quetzaltenango,quetzaltenango,colegio integral principios,32 av. d2-87 z 3,56127694,pedro gerónimo sarat chaj,lidia yolanda pérez reynoso,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,integral principios,32 av. d2-87 z 3,56127694
09-01-0539-46,09-041,Quetzaltenango,quetzaltenango,colegio life school,11 calle 0-07 z 2,39928164,wilson ranferi siguenza lopez,ana lucrecia urrutia cancinos,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,life school,11 calle 0-07 z 2,39928164
09-01-0551-46,09-006,Quetzaltenango,quetzaltenango,instituto evangelico de occidente inevoc campus la roca,4ta av a 6a-35 z 10,77945736,pedro gerónimo sarat chaj,sheily eunice díaz solís,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,evangelico de occidente inevoc campus la roca,4ta av a 6a-35 z 10,77945736
09-01-0557-46,09-036,Quetzaltenango,quetzaltenango,instituto privado urbano mixto san ignacio de loyola,8a calle 7-57 z 1,58266851,obdulio rolando ruiz alva,herbert noel de león ovalle,privado,urbana,monolingue,doble,diario(regular),quetzaltenango,privado urbano mixto san ignacio de loyola,8a calle 7-57 z 1,58266851
09-01-0823-46,09-004,Quetzaltenango,quetzaltenango,colegio cientifico de estudios en computacion,7a. calle 0-47 z 8 atras de la colonia san gabriel,52968944,dina rubi gonzalez de leon,no reporta en proceso de cierre,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,cientifico de estudios en computacion,7a. calle 0-47 z 8 atras de la colonia san gabriel,52968944
09-01-0826-46,09-005,Quetzaltenango,quetzaltenango,instituto diversificado adsc al ineb doctor werner ovalle lopez,25 av 4a y 7a calles z 3,77636628,juan carlos ronquillo de leon,luis orlando lópez ramos,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,adsc al ineb doctor werner ovalle lopez,25 av 4a y 7a calles z 3,77636628
09-01-0871-46,09-006,Quetzaltenango,quetzaltenango,colegio privado mixto liceo san luis,calle c 0-30 z 1,77612031,pedro gerónimo sarat chaj,mayra isabel chinchilla monterroso,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,privado mixto  san luis,calle c 0-30 z 1,77612031
09-01-0893-46,09-041,Quetzaltenango,quetzaltenango,colegio privado liceo santa marina,16 ave. 7-24 z 3,77636045,wilson ranferi siguenza lopez,magda judith cifuentes robles,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,privado  santa marina,16 ave. 7-24 z 3,77636045
09-01-1085-46,09-036,Quetzaltenango,quetzaltenango,instituto privado urbano mixto san ignacio de loyola,8a. calle 7-57 z 1,77653233,obdulio rolando ruiz alva,herbert noel de león ovalle,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,privado urbano mixto san ignacio de loyola,8a. calle 7-57 z 1,77653233
09-01-1376-46,09-041,Quetzaltenango,quetzaltenango,colegio privado mixto san agustin,14 av 0-69 z 1,79268169,wilson ranferi siguenza lopez,gerardo de jesús argueta estrada,privado,urbana,monolingue,matutina,fin de semana,quetzaltenango,privado mixto san agustin,14 av 0-69 z 1,79268169
09-01-2801-46,09-041,Quetzaltenango,quetzaltenango,colegio evangelico la palabra,2da calle 20-34 z 1,42889079,wilson ranferi siguenza lopez,estela antonieta cuyuch coroy,privado,urbana,monolingue,doble,fin de semana,quetzaltenango,evangelico la palabra,2da calle 20-34 z 1,42889079
09-01-2806-46,09-005,Quetzaltenango,quetzaltenango,instituto de bachillerato en computacion ads al invo,7ma. calle 29-25 z 3,51236366,juan carlos ronquillo de leon,francisco miguel tirado huinac,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,de bachillerato en computacion ads al invo,7ma. calle 29-25 z 3,51236366
09-01-3231-46,09-041,Quetzaltenango,quetzaltenango,colegio cristiano nueva nacion,diagonal 3 27-52 z 3,77674083,wilson ranferi siguenza lopez,cristian diven estacuy escobar,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,cristiano nueva nacion,diagonal 3 27-52 z 3,77674083
09-01-3271-46,09-006,Quetzaltenango,quetzaltenango,colegio evangelico mixto bethel,14 av a 0-76 z 1,77631342,pedro gerónimo sarat chaj,edgar mauricio sigüenza calderon,privado,urbana,monolingue,doble,diario(regular),quetzaltenango,evangelico mixto bethel,14 av a 0-76 z 1,77631342
09-01-3293-46,09-006,Quetzaltenango,quetzaltenango,colegio cristiano mixto preuniversitario pestalozzi,8a. calle 5-13 z 1,77669611,pedro gerónimo sarat chaj,betty amelia argueta chun,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,cristiano mixto preuniversitario pestalozzi,8a. calle 5-13 z 1,77669611
09-01-3417-46,09-036,Quetzaltenango,quetzaltenango,colegio cristiano genesis,6a. calle 18-63 z 3,77368015,obdulio rolando ruiz alva,odilia catalina solis escobar,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,cristiano genesis,6a. calle 18-63 z 3,77368015
09-01-3649-46,09-002,Quetzaltenango,quetzaltenango,instituto tecnologico privado de occidente,2da. calle a 5-13 z 9,77635145,rosemery guadalupe piedrasanta gramajo de siguenza,alvaro guillermo arellano rodas,privado,urbana,monolingue,doble,diario(regular),quetzaltenango,tecnologico privado de occidente,2da. calle a 5-13 z 9,77635145
09-01-3661-46,09-002,Quetzaltenango,quetzaltenango,colegio privado mixto liceo santa maria,16 av. 8-52 a z 1,77655654,rosemery guadalupe piedrasanta gramajo de siguenza,mario rene barrios tello,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,privado mixto  santa maria,16 av. 8-52 a z 1,77655654
09-01-3675-46,09-005,Quetzaltenango,quetzaltenango,escuela normal bilingue intercultural kitijob al k iche tijonelab,5a. calle 12-60 z 3,77637722,juan carlos ronquillo de leon,maria salome huinac xiloj,oficial,urbana,bilingue,matutina,diario(regular),quetzaltenango,normal bilingue intercultural kitijob al k iche tijonelab,5a. calle 12-60 z 3,77637722
09-01-3727-46,09-036,Quetzaltenango,quetzaltenango,colegio privado mixto nuevo mundo y su seccion de preprimaria mi pequeno mundo,15 av. 7-09 z 3,77676989,obdulio rolando ruiz alva,elena concepción chan garcía,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,privado mixto nuevo mundo y su seccion de preprimaria mi pequeno mundo,15 av. 7-09 z 3,77676989
09-01-3813-46,09-041,Quetzaltenango,quetzaltenango,colegio privado urbano mixto el valle de occidente,camino antiguo hacia la esperanza,77675070,wilson ranferi siguenza lopez,ana patricia hernandez menchu,privado,urbana,monolingue,doble,diario(regular),quetzaltenango,privado urbano mixto el valle de occidente,camino antiguo hacia la esperanza,77675070
09-01-3856-46,09-002,Quetzaltenango,quetzaltenango,colegio privado urbano mixto preuniversitario canada,diagonal 2 27-58 z 3,77676212,rosemery guadalupe piedrasanta gramajo de siguenza,robbin eleazar escobar chet,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,privado urbano mixto preuniversitario canada,diagonal 2 27-58 z 3,77676212
09-01-3866-46,09-006,Quetzaltenango,quetzaltenango,instituto guatemalteco americano,14 av a 8-74 z 3,77670955,pedro gerónimo sarat chaj,angelica maría jacobs,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,guatemalteco americano,14 av a 8-74 z 3,77670955
09-01-3877-46,09-041,Quetzaltenango,quetzaltenango,colegio evangelico la patria,19av. 1-28 z 3,77742400,wilson ranferi siguenza lopez,erick estuardo cobaquil lara,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,evangelico la patria,19av. 1-28 z 3,77742400
09-01-3879-46,09-006,Quetzaltenango,quetzaltenango,colegio mixto privado san jose,20av. 1-07 z 1,77618584,pedro gerónimo sarat chaj,jhonatan eduardo sac cayax,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,mixto privado san jose,20av. 1-07 z 1,77618584
09-01-3881-46,09-041,Quetzaltenango,quetzaltenango,colegio privado mixto el bosque,9a. calle 0-36 z 8,54955209,wilson ranferi siguenza lopez,rolando salvador cano del valle,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,privado mixto el bosque,9a. calle 0-36 z 8,54955209
09-01-3899-46,09-041,Quetzaltenango,quetzaltenango,colegio monte verde,8a. calle 0-71 z 4,77683137,wilson ranferi siguenza lopez,linda patricia pac de león,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,monte verde,8a. calle 0-71 z 4,77683137
09-01-3951-46,09-036,Quetzaltenango,quetzaltenango,colegio integral empresarial por madurez ciem,canton xecaracoj tierra colorada baja,41412005,obdulio rolando ruiz alva,elvin ezequias alonzo pérez,privado,rural,monolingue,doble,fin de semana,quetzaltenango,integral empresarial por madurez ciem,canton xecaracoj tierra colorada baja,41412005
09-01-4004-46,09-006,Quetzaltenango,quetzaltenango,centro de estudios avanzados pino montano,4ta. calle 28-09 z 1.,77239200,pedro gerónimo sarat chaj,iliana isabel méndez guizar,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,de estudios avanzados pino montano,4ta. calle 28-09 z 1.,77239200
09-01-4164-46,09-006,Quetzaltenango,quetzaltenango,colegio preuniversitario pestalozzi,8a. calle 5-13 z 1,77669611,pedro gerónimo sarat chaj,betty amelia argueta chun,privado,urbana,monolingue,doble,fin de semana,quetzaltenango,preuniversitario pestalozzi,8a. calle 5-13 z 1,77669611
09-01-4181-46,09-002,Quetzaltenango,quetzaltenango,centro educativo privado dr samuel berberian mavromatis,8a. 3-30 z 1,54970303,rosemery guadalupe piedrasanta gramajo de siguenza,merly lizeth mazariegos cobon,privado,urbana,monolingue,doble,fin de semana,quetzaltenango,educativo privado dr samuel berberian mavromatis,8a. 3-30 z 1,54970303
09-01-4184-46,09-036,Quetzaltenango,quetzaltenango,colegio nuestra senora del rosario,14 calle 14-34 z 3,56303510,obdulio rolando ruiz alva,marina hernández pérez,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,nuestra senora del rosario,14 calle 14-34 z 3,56303510
09-01-4208-46,09-041,Quetzaltenango,quetzaltenango,colegio mixto de educacion integral miguel angel asturias,13 calle 24-43 z 3,33994853,wilson ranferi siguenza lopez,juan basilio de leon cua,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,mixto de educacion integral miguel angel asturias,13 calle 24-43 z 3,33994853
09-02-0017-46,09-009,Quetzaltenango,salcaja,instituto nacional de educacion diversificada,5ta. ave. 10a-60 z 5 colonia la paz,41886842,ingrid mirthala lopez galindo,anabella rodas maldonado,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,nacional de educacion diversificada,5ta. ave. 10a-60 z 5 colonia la paz,41886842
09-02-3904-46,09-009,Quetzaltenango,salcaja,colegio liceo de estudios avanzados,1a. av a 2a-78 z 2,77688226,ingrid mirthala lopez galindo,juan rafael gonzalez tzapin,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,de estudios avanzados,1a. av a 2a-78 z 2,77688226
09-03-0011-46,09-010,Quetzaltenango,olintepeque,instituto nacional de educacion diversificada,1era. calle 0-24 z 2,53509237,ursulo rosario mazariegos cifuentes,hector rocael tello de leon,oficial,urbana,monolingue,vespertina,diario(regular),quetzaltenango,nacional de educacion diversificada,1era. calle 0-24 z 2,53509237
09-03-0012-46,09-010,Quetzaltenango,olintepeque,colegio santa marina,barrio la paz aldea justo rufino barrios,77636045,ursulo rosario mazariegos cifuentes,carlos manuel calvillo cifuentes,privado,urbana,monolingue,matutina,diario(regular),quetzaltenango,santa marina,barrio la paz aldea justo rufino barrios,77636045
09-04-0029-46,09-011,Quetzaltenango,san carlos sija,instituto nacional de educacion diversificada,caserio vista hermosa aldea el progreso,58952010,wilfredo piox tecú,victor timoteo gramajo silva,oficial,rural,monolingue,matutina,diario(regular),quetzaltenango,nacional de educacion diversificada,caserio vista hermosa aldea el progreso,58952010
09-04-0037-46,09-011,Quetzaltenango,san carlos sija,colegio cristiano montecristo,4ta. av 7-27 z 1,58183512,wilfredo piox tecú,alma consuelo reyes maldonado,privado,urbana,monolingue,vespertina,diario(regular),quetzaltenango,cristiano montecristo,4ta. av 7-27 z 1,58183512
09-04-0048-46,09-011,Quetzaltenango,san carlos sija,instituto nacional de educacion diversificada,aldea chiquival,32791524,wilfredo piox tecú,ana gabriela ramón de león,oficial,rural,monolingue,vespertina,diario(regular),quetzaltenango,nacional de educacion diversificada,aldea chiquival,32791524
09-04-0880-46,09-011,Quetzaltenango,san carlos sija,instituto nacional tecnico industrial,2ave. 5-28 z 1,77684117,wilfredo piox tecú,rocío del alba girón cifuentes,oficial,urbana,monolingue,doble,diario(regular),quetzaltenango,nacional tecnico industrial,2ave. 5-28 z 1,77684117
